route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-048200_Q5_201,JAMAICA CENTER via MERRICK BL,1,40040531,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-048800_Q5_206,JAMAICA CENTER via MERRICK BL,1,40040649,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-049400_Q5_204,JAMAICA CENTER via MERRICK BL,1,40040526,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-050000_Q5_202,JAMAICA CENTER via MERRICK BL,1,40040522,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-050600_MISC_780,JAMAICA CENTER via MERRICK BL,1,40040527,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-051200_Q5_205,JAMAICA CENTER via MERRICK BL,1,40040550,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-028500_MISC_747,LAURELTON 233 ST via MERRICK BL,0,40040528,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-031500_MISC_745,LAURELTON 233 ST via MERRICK BL,0,40040551,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-033500_MISC_757,LAURELTON 233 ST via MERRICK BL,0,40040524,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-035000_MISC_766,LAURELTON 233 ST via MERRICK BL,0,40040549,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-037000_Q5_201,LAURELTON 233 ST via MERRICK BL,0,40040531,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-039000_MISC_780,LAURELTON 233 ST via MERRICK BL,0,40040527,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-041000_MISC_788,LAURELTON 233 ST via MERRICK BL,0,40040529,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-042500_MISC_825,LAURELTON 233 ST via MERRICK BL,0,40040615,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-044000_Q5_206,LAURELTON 233 ST via MERRICK BL,0,40040649,Q050216
